,text,sentiment
16,المسلم من سلم الناس من لسانه ويده,Positive
17,ما شاء الله,Positive
18,شكلكم تحسبون نأخذ فلوس من النفود……اسعار فوق الخيال ✖️9 نأمل من التجارة دراسة دقيقة لتكلفة السيارة من المصنع الام لمحاسبة الوكلاء,Negative
19,بتحطوا خدمة عملاء حلوا المشكلة أو أزيلوها وخلونا نروح الفرع أفضل لنا بما إنكم قبلتم المشكلة ولا حليتوها هنا فتحملوا خدمتكم هنا,Negative
20,النسبة٥:٩١٪ وتقلون عروضنا ماتخلص تسوقونها انتم الفرنسي والرياض نزلو قبل شهر ٣:٩٩ والانماء مدري البلاد لو بتحول يعطونك السيارة ٣:٢٠ وانتم شعره وتصير ٦ وتقلون عروض🤣😂عادي حطوب٣٠ بكيفكم بس اتركو الضحك وتقلون عروض,Negative
21,"هو مالي
المسلم من سلم الناس من لسانه ويده
أعيدوا الخدمة كما كانت مجانية وأرجعوا المال المسحوب لأزيل البطاقة لا أريدها برسوم",Negative
22,"بخصوص التسجيل للصف الأول ابتدائي (بنات) ✖️
مايطلع لي اسم مدرسة حليمة السعدية للطفولة المبكرة في الخريطة ✖️
هل يوجد لديكم مشكله ؟ أو حل ؟
أوطريقة تواصل لأن المشكلة من أمس ظهراً مع بداية التسجيل !!! نرجو حل المشكلة",Negative
23,العطل هذا مو وقته مع الرواتب نحتاج نتصرف ونخلص اشغالنا براحة ومن بيوتنا حالنا حال عملاء البنوك الثانية اللي مبسوطين بنزول الرواتب بدري واستمرار خدماتهم ياليت تشوفون لنا حل,Negative
24,افتح الخاص,Neutral
25,سرعه الرياح في الجبيل ٥٧ مع غبار شديد نرجو منكم تعليق الدراسة وشكرًا,Neutral
26,العطر الوحيد اذا فكيت غطاءه ريحته تفوح في كل مكان ما شاء الله,Positive
27,ماله شغل حسابي في البنك الموضوع تفعيل خدمات الدفع مثل samsung google وشكرا,Negative
28,ما شاء الله نك فاشل سويت تخفيض حد للبطاقة ائتمانيه بعقد جديد ونفذو معه ٨ عقود كل عقد ب مبلغ ٤٠ الف وصار لي ١٨ يوم كل يوم شكوى وبعد ٥ ايام عمل يقفلونها ولا تم تصحيح الخطى الي من جهت مصرفهم,Negative
29,نك فاشل سويت تخفيض حد للبطاقة ائتمانيه بعقد جديد ونفذو معه ٨ عقود كل عقد ب مبلغ ٤٠ الف وصار لي ١٨ يوم كل يوم شكوى وبعد ٥ ايام عمل يقفلونها ولا تم تصحيح الخطى الي من جهت مصرفهم,Negative
30,انا مواطن وابي اسكن في حي الشعب، حي كله ناس وبوابات مقفوله، هذا الحي مو مناسب لنا كمواطنين ولا للأجانب، نبي جلسات وحل ونبي كل الابواب تتفتح للعوائل,Negative
31,ممتاز جدا وخدمة العملاء ممتازة سواء عبر الهاتف او التويتر,Positive
32,استفساري عن خدمة تحويل الاموال عن طريق رقم الجوال من البنك الاهلي الى بنك اخر، هل الخدمه متوفره في الوقت الحالي؟,Neutral
33,ولا نحتاج للذهاب للفرع عشان الاشياء البسيطة،، بس نحتاج لتطوير اكثر في تطبيق ابل بيزنيس,Mixed
34,ممكن اعرف متى يتم تحويل المرتب يا مدير الفرع العبقري؟,Negative
35,المشكله عندي اذا بغيت استخدم الميزة التاسعة وانا مو فاهمها صح،، تكفون احد يشرحها لي بطريقة سلسة وبسيطة,Neutral
36,فعلا البنك هذا سيئ، مافيه الا الاستقبال وفيه عدد قليل من الموظفين، وفيه مدير سيئ جداً بس الحمد لله تم نقله، ولا تلقى فرع ثاني، والحمد لله ان فيه تحويل الكتروني,Negative
37,الله يعين بس انا قدمت على حساب جاري محلي والى الان مافيه اي رد ولا رساله,Neutral
38,انا مشتركة في الخدمه ولكن لا يوجد اي رصيد وكمان الرصيد في البطاقة ماهو مطابق لرصيد الحساب مو عارفه ايش المشكلة,Negative
39,اتمنى تتوفر خدمة شراء بطاقات جوجل بلاي ويتم خصمها من الرصيد وليس من الحساب البنكي,Mixed
40,ياخي والله حرام عليكم يا شركة سوا محد يسأل فينا ومحصولنا معكم تجربة سيئة وويلي اندحار في كل شيء حتى الرسائل ما توصل مفروض تعدلون ذيك العروض اللي فالموقع الي ملفتة وتعدلون الخدمة الخايسة واسعاركم الفضائية ونقلل من اللصوصية في هالبلد 😌,Negative
41,شفتوا كيف مسلسلات الرمضان كلها تركز على الخيانة والعنف والجريمة والرومانسية السخيفة طيب وين المسلسلات اللي تتكلم عن مشاكل المجتمع الحقيقية زي الفقر والبطالة والإسكان والفساد؟,Mixed
42,الله ياخذكم كل واحد يحاول يضحك علينا والله لويجيتهم لبيتي لاخذيت حق كل مظلوم بس حسبي الله ونعم الوكيل فيكم اخذتوا فلوسنا واستغلينا حقنا,Negative
43,والله ترى شكراً لكل من ساهم في نجاحي ووقف معاي من أهلي وأصحابي وكل اللي يثقون فيني ويحاولون دعمي ما اقدر أوفيكم حقكم بس الله يوفقكم ويوفقني ويوفق الجميع 🤲🏻❤️,Positive
44,اشوف ناس وايد يقولونك إنك احسن معاش في القطاع الحكومي وانا من وجهة نظري القطاع الخاص احسن بكثير لان فيه فرص ترقية اكثر وراتبك يتحسن مع الوقت عكس الحكومي الي واقف عند حد معين,Mixed
45,عندي هدية لجارتي ان شاء الله ❤️ عبايه,Positive
46,والله العظيم نصبت علي 😤 انصحكم لا تتعاملون مع هالشركه,Negative
47,دوامي بالصباح يا عمري 😭 بس بيجي العصر بحكيلك,Mixed
48,الله يشفيك ويفرج همك الحمدلله والشكر بس افضل ما كنت بكثير,Positive
49,بصراحه منتجاتكم رديئه ومو نفس الكلام اللي كنتو تقولوه في الاعلان! والاسعار غاليه كمان 😡,Negative
50,صباح النور حبيبتي 😍,Positive
51,طول عمري احب هالمطعم ❤ كل شي عندهم لذيذ,Positive
52,اليوم زعلتني ام زوجي قالت كلام يخور الجبل 💔,Negative
53,عندي مشكله في سيارتي من زمان ومحد عارف يحلها 😞,Negative
54,الحمدلله على كل شي بس والله تعبت من الناس الكذابه 💔,Mixed
55,فرحتى مو عادية يا جماعة ان شاء الله تكملون الفرحة وتربحوا ببطاقتنا 🤩,Positive
56,تعبت معاه كتير بس الحمد لله بنهاية المطاف دوختو 😂,Mixed
57,يا عمري ما تتصوري كم أنا تعبانة 😩💔,Negative
58,مين زيي مش قادر يصدق؟ 😂 أنا عارف إنكم محظوظين زي ما أنا بس انتوا أكتر 🤪,Positive
59,أنا عندي مهمة بس محتاج أستشير حد.. أكون شاكر للي يقدر يساعدني 🥺,Neutral
60,ممكن لو سمحتوا توضحوا لي شوية حاجات؟ مش فاهم أنا يعني إيه يعنى كده؟,Neutral
61,شو رايكم ادخل المسابقة؟ 😩💔,Neutral
62,الله ربنا يفرجها علينا كلنا يا رب.. تعبت والله 😂,Negative
63,لسه في وقت ولا اتأخر؟ حاسس إني راح أخسر 😂,Neutral
64,يا جماعة أنا نفسي أعرف إيه اللي حصل؟ ليه أنا مقدرش أدخل؟ 🥺,Negative
65,حظي وحش أوي 🥺💔,Negative
66,أنا كنت متواجد بس يا دوب أقدر أرد 😔,Neutral
67,يا جماعة أنا عاوز أسأل عن حاجة بس خايف تتضايقوا 😂,Neutral
68,بصراحة أنا زهقت والله يا جماعة 😂😂,Negative
69,حظي حلو قوي 😍😍😍,Positive
70,شو أخباركم يا جماعة؟ شو أخبار الفوز؟ 🥺,Neutral
71,يا جماعة أنا عندي سؤال بس خايف أكون زايد عن اللزوم 🥺,Neutral
72,مبسوطة قوي إنكم فرحانين بالعرض ده 😍 ربنا يباركلكم 😍,Positive
73,فرحتى بيكم يا جماعة لا توصف 😍😍,Positive
74,يا جماعة أنا زهقت والله من كتر ما أدخل وأطلع ولا أقدر أرسل الرسالة 😂😂,Negative
